ZipCode,MedEnrollment,MedGraduation,Forclosure2023,Income_<25k,Income_>25K_<50K,Income_>50K_<100K,Income_>100K,Population,Foreclosure_rate,DrugCrimes,Other,PropertyCrimes,ViolentCrimes,IncomeScore,NeighborhoodScore,Rank
60653,0.5779935275080907,0.7980022197558272,0.1337579617834395,0.4135,0.16949999999999998,0.2125,0.20500000000000002,29106.0,7.902150759293617,0.05215419501133787,0.37060702875399365,0.4227769110764431,0.3767833981841764,0.32302466928852336,-1.4395671176056237,40.0
60654,0.5585760517799354,0.6381798002219756,,,,,,,6.763615526007436,0.05215419501133787,0.11821086261980832,0.37077483099323977,0.16601815823605703,0.6950303897032529,-1.0857269373419915,29.0
60655,0.7255663430420711,0.6537180910099891,0.10828025477707007,0.085,0.104,0.234,0.577,28712.0,6.617442184452493,0.011337868480725623,0.04472843450479233,0.05200208008320334,0.0,0.9717554522702893,-0.8619963491192294,20.0
60656,0.5585760517799354,0.6381798002219756,,,,,,,6.763615526007436,0.0,0.0670926517571885,0.061882475299011974,0.017509727626459144,0.6950303897032529,-0.9899329381183125,26.0
60657,0.5585760517799354,0.6381798002219756,0.18471337579617836,0.104,0.109,0.284,0.502,68859.0,4.501953266820604,0.009070294784580499,0.14696485623003194,0.638065522620905,0.19195849546044097,0.9124061494458345,-0.6276275643655936,11.0
60659,0.7372168284789644,0.6781354051054385,0.06369426751592358,0.177,0.166,0.269,0.387,37947.0,3.1623053205787017,0.01360544217687075,0.18210862619808307,0.22256890275611024,0.14332036316472113,0.7261351447979979,-0.2878577868812755,3.0
60660,0.7527508090614887,0.6625971143174252,0.1337579617834395,0.189,0.191,0.292,0.328,41326.0,5.5655035570827085,0.009070294784580499,0.15015974440894567,0.2584503380135206,0.14332036316472113,0.6717912048623521,-0.7822608752482898,17.0
60661,0.5585760517799354,0.6381798002219756,,,,,,,6.763615526007436,0.011337868480725623,0.025559105431309903,0.08684347373894956,0.023346303501945526,0.6950303897032529,-0.9948588399458214,27.0
60666,0.5585760517799354,0.6381798002219756,0.03184713375796179,0.118,0.191,0.353,0.339,,6.763615526007436,0.03854875283446712,0.3354632587859425,0.4466978679147166,0.28696498054474706,0.7790489810511262,-1.1255223989783327,30.0
60699,0.5585760517799354,0.6381798002219756,,,,,,,6.763615526007436,0.03854875283446712,0.3354632587859425,0.4466978679147166,0.28696498054474706,0.6950303897032529,-1.1423261172479073,31.0
60701,0.5585760517799354,0.6381798002219756,,,,,,,6.763615526007436,0.03854875283446712,0.3354632587859425,0.4466978679147166,0.28696498054474706,0.6950303897032529,-1.1423261172479073,32.0
60707,0.5585760517799354,0.6381798002219756,0.03184713375796179,0.203,0.18,0.263,0.354,,6.763615526007436,0.03854875283446712,0.3354632587859425,0.4466978679147166,0.28696498054474706,0.6689309974973182,-1.1475459956890943,33.0
60827,0.5145631067961165,0.9267480577136518,0.0,0.549,0.278,0.11,0.063,,6.763615526007436,0.03854875283446712,0.3354632587859425,0.4466978679147166,0.28696498054474706,0.0,-1.2324211326869865,35.0
